CustomerID,Region,TownSize,Gender,Age,EducationYears,MaritalStatus,JobCategory,EmploymentLength,Retired,HouseholdSize
9744-RWPAGD-OWL,3,3,Female,75,18,Unmarried,Professional,23,No,1
4568-ODOYWD-SJ0,5,3,Male,48,15,Married,Sales,6,No,2
6254-UBKFEY-KK7,2,1,Male,35,11,Married,Crafts,8,No,3
3486-WMIORP-0E7,2,1,Male,64,17,Married,Sales,4,No,2
2815-TQGCPT-HGZ,2,3,Female,28,19,Married,Professional,2,No,4
0879-ZSQZLI-J5R,1,1,Female,54,15,Married,Professional,16,No,7
3900-ZAAVUY-D5L,2,2,Female,44,18,Unmarried,Sales,1,No,3
3385-SXGCON-MA7,3,1,Male,50,20,Married,Sales,4,No,2
4835-FDYNLW-VJT,4,2,Female,22,17,Unmarried,Crafts,0,No,1
5573-QELPWK-DG2,3,3,Female,56,14,Married,Sales,7,No,2
7695-HAJHZY-KWS,2,3,Male,32,12,Married,Professional,5,No,4
2315-MONVJS-S8J,3,2,Male,46,16,Married,Sales,5,No,2
3790-TBKXXV-944,2,4,Female,59,18,Unmarried,Crafts,20,No,1
1217-RBIJEZ-G6B,3,4,Male,60,15,Unmarried,Sales,3,No,2
5678-CERNAB-YSX,4,4,Female,76,18,Married,Sales,1,Yes,2
8102-BGUZAU-GRZ,2,3,Female,30,17,Married,Professional,2,No,2
8420-OPDZZQ-PI8,3,4,Female,72,7,Married,Sales,17,Yes,2
2417-ZAVMCY-OAE,2,4,Female,48,18,Married,Professional,6,No,4
0327-LHCBEE-PGD,4,4,Male,27,17,Married,Professional,2,No,7
2933-JLRSZH-D53,5,2,Female,26,17,Unmarried,Sales,0,No,1
6214-XCMWPF-KII,3,2,Female,61,13,Unmarried,Professional,11,No,4
2013-CGOHYT-GS9,1,1,Male,28,18,Married,Labor,2,No,2
7038-BXQTWM-0AS,3,2,Male,23,18,Unmarried,Sales,0,No,1
1179-PEXZKS-9I5,5,5,Female,42,16,Married,Professional,7,No,2
9706-GVZNPQ-X9N,4,5,Female,42,16,Unmarried,Sales,2,No,1
9243-KEGJHL-JTY,2,2,Female,29,12,Married,Professional,2,No,6
7811-JKWPRY-7EP,2,4,Female,56,15,Married,Sales,5,No,4
7593-LRPSUY-QKT,1,2,Male,18,13,Married,Sales,0,No,5
3363-NRUUKP-LI9,2,2,Male,40,15,Married,Professional,8,No,4
7642-UNIECR-0LW,1,2,Female,30,15,Unmarried,Sales,1,No,2
3465-AUBFOE-PD2,1,1,Male,29,21,Married,Sales,0,No,4
0436-OYXWQA-21R,2,1,Male,41,22,Unmarried,Sales,2,No,1
7640-WGNPOL-XKA,4,2,Female,24,16,Married,Agriculture,2,No,4
9654-LNSZSZ-KR0,5,5,Female,60,18,Unmarried,Sales,6,No,1
1569-HKZECB-XL5,4,1,Female,32,13,Unmarried,Professional,3,No,1
4342-GOCXRF-KNA,1,1,Female,45,9,Married,Sales,7,No,3
2020-ARIZML-WUU,4,3,Male,56,9,Married,Service,31,No,2
5969-WEBDHU-09J,2,1,Female,22,17,Unmarried,Sales,0,No,1
9430-SCHEUM-ZDG,5,4,Female,38,18,Unmarried,Professional,3,No,2
5325-BHFFWU-HEF,2,5,Male,75,17,Married,Crafts,19,Yes,2
8537-DBOZNQ-AH6,1,1,Female,65,19,Unmarried,Labor,25,Yes,1
9184-NSLRZE-BIB,5,4,Male,49,13,Unmarried,Professional,13,No,1
2069-CWGIPK-4TQ,4,4,Female,24,17,Unmarried,Professional,0,No,3
7559-QKGIGO-N2H,5,3,Female,37,13,Married,Professional,6,No,2
1080-FIOSCN-MRJ,2,1,Male,75,21,Married,Crafts,36,Yes,2
5962-VYGGCY-1ZE,1,1,Male,39,14,Unmarried,Professional,3,No,1
3748-AGLQOZ-FTB,2,1,Male,32,13,Married,Service,3,No,4
6297-YLBVQR-CWT,3,5,Female,24,11,Married,Professional,2,No,4
4440-DCYMEU-U69,1,2,Female,32,14,Unmarried,Sales,1,No,1
6997-HXHTRX-8X2,1,4,Female,58,8,Unmarried,Sales,6,No,2
4449-HKMUFN-CMN,1,1,Female,27,19,Married,Professional,0,No,4
8056-XUMPFP-8TM,3,3,Male,63,18,Unmarried,Service,17,No,1
9761-RVCLUC-SR2,4,3,Male,28,21,Married,Sales,0,No,5
8295-DLFLWB-M19,4,5,Male,58,16,Unmarried,Professional,11,No,1
2479-IAFSMS-RCY,2,1,Female,56,15,Unmarried,Labor,12,No,1
6715-JQGZKD-H93,1,1,Male,59,9,Married,Professional,17,No,2
8771-CZJBYG-23D,2,1,Male,75,14,Married,Crafts,40,Yes,2
3877-LGSNNT-CP6,1,1,Male,67,14,Unmarried,Service,30,Yes,1
2006-BYPNAG-XJ5,2,3,Female,30,16,Married,Sales,1,No,2
0213-TLHOJE-2FY,3,1,Female,40,13,Married,Sales,3,No,5
1483-XVLIVC-A75,5,4,Male,55,16,Married,Sales,8,No,2
9813-TLUHXQ-RVZ,4,3,Male,74,17,Unmarried,Labor,34,Yes,1
4461-GDUAPW-T5J,3,1,Female,36,19,Married,Sales,1,No,2
1487-NHDXVC-5H7,3,2,Male,52,10,Married,Professional,11,No,2
4560-LMVFQV-52N,1,4,Female,23,12,Married,Sales,0,No,6
5464-GCECCU-MSL,3,2,Male,18,13,Unmarried,Professional,0,No,3
4518-HAHJUN-O50,5,5,Female,25,14,Unmarried,Professional,3,No,1
7578-BMICAG-LYR,5,1,Male,34,17,Unmarried,Crafts,6,No,1
7865-YMUXWR-V8Y,1,1,Female,20,15,Married,Sales,0,No,6
7456-OTIDGE-MQC,5,4,Male,25,19,Married,Professional,0,No,4
6922-VFSNSE-OIV,2,2,Male,41,16,Unmarried,Labor,11,No,1
8469-HTGXQY-IXQ,1,1,Male,23,13,Married,Professional,1,No,4
7167-PVPMXU-NB7,4,1,Male,48,10,Unmarried,Labor,21,No,1
9644-LHNIES-DGT,2,2,Male,35,13,Married,Sales,6,No,3
5375-FSAMMB-RZ8,1,3,Male,72,10,Married,Sales,9,Yes,2
6337-NZXFWD-N86,5,5,Male,34,19,Married,Sales,1,No,5
0493-QTNTOS-3AV,5,4,Female,26,19,Married,Sales,0,No,4
7605-YXRGNQ-8BL,5,4,Male,69,13,Unmarried,Labor,31,Yes,1
6641-UWDGEB-YPP,5,2,Female,58,20,Unmarried,Sales,6,No,1
9606-USYKZI-IH2,3,1,Male,78,17,Married,Labor,38,Yes,2
1081-TGHPPI-1WZ,3,1,Male,56,13,Unmarried,Professional,11,No,2
6793-BYBSHF-6MX,4,1,Male,77,12,Married,Service,37,Yes,2
4249-GEYEMT-KB7,2,3,Male,29,21,Married,Professional,0,No,3
8793-YTKFWK-XAM,4,3,Male,31,11,Married,Service,9,No,2
4419-JHBBCK-WPW,5,4,Female,44,11,Married,Sales,1,No,5
1336-ITNYBO-UNI,4,4,Female,58,15,Married,Service,19,No,2
4723-AGQRLH-LDU,1,2,Female,25,17,Married,Sales,0,No,6
2438-IPWEVD-P6N,1,2,Female,30,19,Unmarried,Sales,0,No,1
6155-VWYTRC-LQP,2,1,Male,44,11,Married,Sales,4,No,2
0030-HAVPBZ-2V8,4,1,Female,77,13,Married,Agriculture,42,Yes,2
6113-JHHYBW-XSD,1,1,Male,45,19,Unmarried,Service,12,No,1
8410-FQPPXE-I4J,2,4,Female,38,17,Married,Professional,8,No,2
9224-JXEVZX-X5R,5,2,Female,34,17,Unmarried,Sales,1,No,2
4556-TQTGUZ-DNE,1,1,Male,34,13,Married,Labor,8,No,4
9627-ISOUSK-GQW,5,1,Male,68,16,Unmarried,Labor,22,Yes,1
3294-ANQASB-WNC,2,1,Female,39,12,Married,Labor,10,No,2
0703-XBDCJR-LVF,3,4,Female,22,11,Married,Sales,0,No,3
7938-IMWPXX-676,3,1,Male,74,14,Unmarried,Sales,1,Yes,1
1679-VJQAVF-08T,5,5,Male,64,14,Married,Professional,18,No,3
6697-TBWQER-JLA,2,3,Male,50,19,Unmarried,Crafts,14,No,2
9122-ZFPMCO-NFJ,1,2,Female,49,12,Married,Sales,5,No,3
9307-XSNCMT-QT9,2,5,Male,53,15,Unmarried,Professional,11,No,1
9891-CXKYJM-6RQ,3,3,Female,37,12,Married,Labor,11,No,2
7573-GPIFXI-WKA,1,1,Female,22,15,Unmarried,Labor,1,No,1
2165-ODFCDS-YAA,3,1,Male,61,9,Married,Sales,9,No,3
2176-ZLOYBO-OXH,5,2,Female,64,12,Unmarried,Labor,26,No,1
6229-LSKDEG-Y8X,3,2,Male,23,15,Unmarried,Service,2,No,1
8334-ESOTTN-G88,2,5,Male,28,14,Unmarried,Agriculture,5,No,2
8626-NKWYNG-LN8,2,2,Female,61,9,Married,Crafts,26,No,2
0031-DMPSUG-NZ2,1,4,Male,21,15,Unmarried,Crafts,0,No,2
4579-WRRIBO-I61,5,5,Male,36,18,Unmarried,Crafts,9,No,1
8437-CJFCTT-NW8,1,1,Male,23,18,Married,Professional,0,No,4
0071-OEBNPX-SOO,4,1,Female,66,17,Married,Service,29,No,2
9926-CMIOYZ-7ZK,2,1,Female,18,13,Married,Service,0,No,4
9156-FXQUCE-GTI,4,4,Male,48,17,Married,Labor,15,No,2
4838-PVRNMY-B00,2,1,Male,27,15,Married,Sales,1,No,6
0049-ZDULPT-RP6,3,3,Male,25,17,Married,Crafts,1,No,4
4968-YAOSFS-NB0,4,5,Male,21,13,Unmarried,Professional,1,No,1
1568-YJDIBX-U99,3,2,Male,69,15,Unmarried,Professional,15,Yes,1
4603-GUEYBX-SNZ,4,5,Male,55,16,Married,Sales,3,No,2
5049-THPMCG-B2H,5,4,Male,41,13,Married,Crafts,17,No,2
1414-UQOKXB-QKW,4,3,Female,37,15,Married,Sales,1,No,4
7530-GWOQWV-0TH,3,1,Male,53,8,Married,Service,14,No,4
5136-RCBIIC-GED,5,5,Female,32,22,Married,Sales,1,No,4
6870-JFDMUK-DWK,3,2,Male,37,16,Married,Labor,7,No,3
8539-HZXMPS-G7I,5,5,Male,75,11,Married,Professional,27,Yes,2
7278-QUBMVF-B89,1,1,Male,36,18,Unmarried,Professional,5,No,2
5453-WEWTVZ-OZ6,4,4,Female,49,17,Married,Sales,6,No,4
8752-HFQFOE-73Z,1,3,Male,27,9,Married,Professional,3,No,4
9331-GZYPEA-4X8,1,1,Female,22,12,Married,Professional,1,No,3
7544-FYKOGJ-QS0,5,4,Male,71,14,Married,Service,22,Yes,2
7268-KLRUCB-UI3,5,5,Female,25,17,Married,Crafts,1,No,3
0444-UPDFUW-2S9,4,5,Male,52,16,Married,Crafts,11,No,2
7212-ENXCAE-ZGR,3,4,Male,53,15,Unmarried,Sales,4,No,2
5962-FRGYAF-D2F,5,2,Male,47,17,Unmarried,Professional,8,No,2
1408-SHGWUX-3PP,5,4,Male,18,9,Married,Professional,0,No,3
1842-TFWULE-MLW,1,1,Female,27,11,Unmarried,Sales,1,No,1
6810-LMHVYX-RF0,1,4,Female,27,16,Married,Sales,0,No,6
1325-PLQQRI-ZNN,5,5,Female,41,20,Married,Labor,7,No,4
6360-RUGDRG-8HY,3,5,Male,28,12,Married,Agriculture,9,No,4
6293-NYPJDV-O0P,5,5,Male,77,14,Unmarried,Crafts,31,Yes,1
6071-QWGJLB-WHD,4,2,Female,41,13,Married,Agriculture,10,No,3
5889-BJQZUO-DKF,1,1,Female,41,20,Unmarried,Crafts,12,No,1
2717-LTBLAV-YLE,4,4,Male,46,13,Married,Sales,2,No,2
7442-RTTHFP-HCF,1,2,Male,32,20,Unmarried,Sales,1,No,1
7000-HRUVMG-ISV,4,1,Male,26,12,Married,Labor,6,No,4
0159-IGIWSN-HNZ,5,1,Male,34,16,Married,Labor,7,No,5
1429-IBJRVF-S3O,5,2,Male,32,12,Married,Professional,4,No,3
5770-HZVHOG-OX6,4,3,Female,29,18,Married,Sales,1,No,4
7830-QYEALP-GO4,1,2,Female,31,18,Unmarried,Crafts,5,No,1
1455-CIQJNU-YD3,3,3,Female,36,21,Married,Crafts,6,No,3
6673-BVWDVE-INK,2,3,Male,62,15,Unmarried,Sales,10,No,1
0045-ZIMFJC-1BM,5,5,Female,59,9,Married,Professional,9,No,2
9269-AJUKYB-IFF,3,5,Male,72,10,Unmarried,Sales,14,No,1
9762-TBYLNL-C4U,5,5,Male,22,17,Unmarried,Sales,0,No,1
3440-GQXVXG-IJR,2,1,Male,30,19,Unmarried,Professional,1,No,1
2221-GQBQEC-Y8V,1,3,Male,56,8,Married,Sales,3,No,2
1413-SYXTVM-YFE,5,3,Male,56,12,Married,Sales,14,No,2
0719-TGFHQB-7JP,3,2,Female,66,18,Married,Professional,9,No,2
6556-SRCBGZ-J26,1,2,Female,66,16,Married,Sales,4,Yes,2
2530-VGHRWF-DBU,5,5,Male,28,14,Unmarried,Sales,2,No,3
7582-VOSYZB-HUQ,5,3,Male,55,14,Married,Service,11,No,2
5199-CTDJQE-YL9,4,2,Female,26,21,Unmarried,Agriculture,0,No,3
1274-EPBWXJ-NGO,3,3,Female,54,20,Married,Professional,5,No,4
5495-WRHBTY-Z1I,3,4,Female,54,9,Unmarried,Crafts,22,No,1
0026-GRFYZR-6M4,3,1,Female,60,8,Married,Sales,12,No,2
8383-JVJKFW-JBZ,1,3,Male,37,11,Unmarried,Sales,6,No,1
2442-VPZFTS-P2E,3,3,Female,20,15,Unmarried,Professional,0,No,1
6793-UVTRXF-WR2,1,1,Female,47,11,Married,Agriculture,17,No,3
8464-JISBRT-SVF,3,3,Male,78,18,Married,Professional,4,Yes,2
0382-PFNONT-ZC6,2,2,Male,46,18,Unmarried,Crafts,11,No,1
3250-QXGMRB-D1W,2,2,Female,26,17,Married,Sales,0,No,5
2665-KYMUNB-XHA,1,1,Male,43,14,Unmarried,Professional,5,No,1
5414-HTZGSW-XYR,1,3,Female,28,17,Unmarried,Labor,3,No,1
6301-JHWLOH-5VB,4,1,Female,34,11,Married,Professional,8,No,5
2616-RGMMZL-YB5,3,2,Male,77,9,Married,Labor,44,Yes,2
4066-ABJKJK-MIN,2,5,Male,31,18,Married,Sales,1,No,5
2416-HVDQYR-NW6,2,4,Male,23,16,Unmarried,Professional,0,No,1
5618-IDNTAP-YDC,5,5,Female,25,11,Married,Sales,0,No,3
6047-XWUGAX-UG6,4,3,Male,76,13,Married,Sales,5,Yes,2
5315-JIMXOJ-60P,5,4,Male,50,9,Unmarried,Professional,10,No,1
0761-YXFFGH-GE3,5,5,Male,51,15,Married,Professional,9,No,4
9642-BLLHBK-RE0,3,3,Female,35,13,Unmarried,Labor,9,No,1
2455-CZBQWT-A55,5,4,Male,53,15,Unmarried,Professional,12,No,1
7451-NFKJEL-3SY,3,4,Male,54,13,Married,Labor,14,No,2
2257-YQBYGJ-93T,4,1,Male,37,16,Unmarried,Professional,6,No,1
3824-HSMJTM-7OT,3,2,Female,50,7,Married,Sales,2,No,5
8719-HJNFNY-K8Y,2,1,Female,73,15,Unmarried,Sales,7,Yes,1
1756-TEIMBG-VRM,3,2,Male,79,8,Unmarried,Sales,11,Yes,1
9760-LDVQAI-6XY,1,2,Male,37,10,Unmarried,Professional,3,No,1
3583-HKTLOS-QZ8,4,4,Female,47,19,Unmarried,Professional,5,No,1
6646-FMTSUO-50Q,5,3,Male,66,19,Unmarried,Sales,16,No,1
7346-VFBTML-LRE,2,5,Male,46,15,Unmarried,Sales,2,No,1
9120-FPONCL-79U,1,3,Male,31,13,Unmarried,Professional,3,No,1
7808-TFDGYC-QDN,2,1,Female,19,14,Unmarried,Crafts,0,No,1
9315-PCUNFQ-N19,4,5,Male,18,13,Unmarried,Labor,0,No,3
0118-OUCHII-GSB,1,1,Female,25,19,Unmarried,Sales,0,No,1
7145-ELAGFW-31W,4,1,Female,69,12,Unmarried,Professional,23,No,1
6400-XUMGLZ-W9J,5,1,Male,72,7,Unmarried,Sales,7,Yes,1
5626-EIVGBF-YTK,2,2,Female,50,10,Unmarried,Professional,8,No,2
4371-BWGQZF-KF7,3,4,Female,36,13,Married,Service,14,No,3
1783-TVBWGX-48J,3,5,Male,61,14,Unmarried,Sales,10,Yes,1
2121-UEWVYT-OJT,2,1,Female,52,8,Unmarried,Crafts,24,No,1
0423-YWTIEG-ZK5,1,2,Male,37,15,Unmarried,Labor,9,No,1
5497-ZKVJGH-Q79,1,1,Female,25,16,Unmarried,Sales,0,No,1
6826-SSALGJ-04J,3,1,Male,19,14,Married,Professional,0,No,3
7466-PZRWAI-NDJ,5,1,Male,27,12,Married,Professional,2,No,3
0471-IWBYGB-11R,4,2,Female,58,15,Unmarried,Sales,6,Yes,1
0340-LKGDQN-N7B,2,1,Female,63,15,Married,Professional,17,No,2
0680-CCDFCM-UON,1,1,Male,50,12,Married,Crafts,16,No,3
6322-DUQEUQ-8TQ,4,4,Female,24,16,Unmarried,Professional,1,No,1
4196-VTMLQK-645,1,1,Male,67,15,Unmarried,Service,15,No,1
9382-PYNZTH-YM3,4,2,Female,23,13,Married,Professional,1,No,4
0790-HHYHSU-98L,3,1,Male,44,11,Married,Sales,3,No,3
3287-HQRGMC-XHI,4,2,Male,50,12,Married,Professional,7,No,3
5635-KWELCP-JW9,3,4,Female,34,15,Unmarried,Crafts,7,No,2
7908-CWREYX-J0E,2,2,Male,46,10,Unmarried,Labor,21,No,1
5131-TZTMYU-QM2,4,4,Male,67,18,Married,Sales,5,No,2
5997-WEVMLK-EKA,2,3,Female,32,18,Unmarried,Professional,0,No,1
8493-ABKIAG-IAN,2,1,Male,30,22,Married,Crafts,2,No,4
4463-KHVXLU-RJ6,3,3,Male,72,12,Married,Sales,21,Yes,2
7839-MRTWJM-9KX,1,1,Female,62,19,Married,Sales,7,No,2
2724-FAZIYE-AMO,5,4,Female,55,17,Unmarried,Sales,7,No,1
0501-OMLZBC-1Z7,2,3,Male,18,13,Unmarried,Service,0,No,2
2572-TXSMBE-U04,1,1,Male,66,11,Married,Service,23,Yes,2
7144-MLLCEU-EE2,5,4,Female,39,18,Married,Professional,2,No,3
7856-WYNHPK-95W,4,3,Female,58,11,Unmarried,Professional,10,No,1
4834-WMMGKW-ISV,2,3,Female,56,14,Unmarried,Service,18,No,1
7162-PRYMIF-T6Q,5,2,Male,64,9,Unmarried,Professional,17,Yes,1
9780-ZWIECB-825,3,5,Female,72,17,Unmarried,Agriculture,33,No,1
3803-ZZJFFN-0WH,4,1,Male,26,10,Unmarried,Professional,3,No,3
6805-CDCHTB-H1R,3,2,Male,43,13,Married,Sales,4,No,5
3668-GLTADN-QBA,5,4,Female,37,20,Unmarried,Professional,4,No,2
5786-VNUBCH-9UL,5,5,Female,20,11,Married,Agriculture,2,No,2
5443-ZMHBXX-UIO,1,1,Female,29,12,Unmarried,Professional,5,No,3
2613-VHCUEU-JA7,2,1,Male,40,10,Married,Service,10,No,5
1084-EILYLI-2PA,3,4,Male,19,13,Married,Sales,0,No,5
0860-BRGALK-LLR,5,,Female,68,15,Married,Labor,20,Yes,2
5447-HHWIWJ-DQG,2,2,Female,48,19,Married,Service,10,No,2
2891-DHXSLS-50D,4,5,Female,57,8,Married,Professional,26,No,2
1379-OHIPUQ-6GN,2,2,Male,39,19,Unmarried,Professional,3,No,1
6442-YZYPRX-2C0,2,1,Male,69,16,Unmarried,Sales,9,No,1
4238-EOWRLS-W3G,4,3,Male,68,13,Unmarried,Professional,12,Yes,1
2222-KMKXQJ-Y1T,1,1,Male,62,11,Married,Sales,5,No,2
0322-CPQONG-DO4,3,3,Female,48,13,Married,Sales,9,No,2
8432-WMJZND-A7F,2,3,Female,44,13,Unmarried,Professional,6,No,2
9693-JKQHWU-HQL,2,1,Female,75,14,Married,Agriculture,19,Yes,2
7978-MUVABQ-NSZ,3,2,Female,60,11,Unmarried,Sales,9,No,1
3139-CXXAJS-NUF,2,3,Female,36,6,Married,Crafts,13,No,7
2590-GUXWSK-RWT,2,1,Male,18,13,Unmarried,Professional,0,No,4
1834-TLGRSP-VFJ,2,2,Female,79,21,Unmarried,Labor,12,Yes,1
8641-LPLJYF-Z0V,4,2,Female,46,13,Unmarried,Agriculture,9,No,1
3263-UGTXWO-MNM,1,1,Female,49,14,Married,Service,5,No,2
0666-LITATD-D4Y,4,1,Male,30,18,Unmarried,Sales,1,No,1
9342-LIOJLV-1IF,3,1,Female,29,13,Married,Sales,1,No,4
0616-EJFMSY-BVD,5,5,Female,31,15,Unmarried,Sales,3,No,4
6855-LNJYWN-Y65,4,1,Female,77,15,Unmarried,Sales,6,No,1
7772-UISXUF-OP9,5,4,Male,26,14,Married,Service,3,No,5
2359-ITXDHZ-FMA,5,5,Female,31,12,Married,Labor,8,No,6
7504-VTGYIL-2K7,5,5,Male,64,15,Married,Crafts,28,No,2
6525-VSQAVF-QM0,4,1,Female,32,20,Unmarried,Labor,3,No,2
7623-YAGIPO-LGB,4,5,Male,60,14,Unmarried,Labor,17,Yes,1
8117-CRCVST-PFT,4,5,Male,35,11,Unmarried,Sales,6,No,2
3114-WDOBKR-OCP,4,3,Female,18,12,Married,Crafts,0,No,5
0899-FYORWV-86N,3,2,Male,68,8,Unmarried,Labor,32,No,1
2727-VJTFSE-HOR,4,1,Male,43,13,Unmarried,Sales,5,No,1
0719-DZEGQX-0SD,3,5,Male,19,9,Unmarried,Service,2,No,1
6231-VXDDMW-GJC,4,3,Male,59,14,Married,Sales,7,No,2
6504-BASSJM-G5A,2,2,Female,53,13,Unmarried,Professional,16,No,1
8578-TWSGQD-0P1,1,1,Male,48,18,Unmarried,Sales,4,No,1
1117-OHMKNR-Y51,4,1,Male,47,15,Unmarried,Agriculture,16,No,1
4877-OZDGZH-D9M,3,2,Female,58,13,Unmarried,Labor,26,No,1
5017-WMPJVS-YQP,5,4,Male,25,13,Unmarried,Professional,1,No,1
2319-UBTZOU-BDO,5,3,Male,56,11,Unmarried,Sales,2,No,1
2256-MRAMIQ-LJ1,2,1,Male,68,11,Unmarried,Sales,2,No,1
6490-SQKMBR-9UZ,5,4,Male,66,9,Unmarried,Sales,15,No,2
5126-WLYXHE-S62,2,2,Male,38,15,Unmarried,Sales,0,No,1
2827-UOWJBD-SYA,1,4,Male,22,14,Married,Sales,0,No,4
1402-XVMJFP-FAT,5,3,Male,77,17,Unmarried,Sales,5,Yes,1
4940-QFBTLJ-WXO,2,3,Female,49,15,Married,Sales,2,No,2
6704-LTYDYF-H8I,5,2,Female,69,19,Married,Sales,10,No,2
3168-BWUHOD-52S,4,4,Male,19,14,Married,Service,0,No,6
0688-IJBXJA-RBH,3,4,Male,69,7,Married,Sales,14,No,2
9569-INPBJS-4DG,4,5,Male,40,13,Married,Sales,2,No,4
2379-EHJSJT-VTN,1,2,Female,51,15,Married,Labor,19,No,4
3703-UBXJNY-S52,4,4,Female,58,17,Unmarried,Sales,8,No,3
7201-ZMDCOO-6Z7,4,5,Female,49,18,Married,Labor,10,No,2
9791-NHIEQI-ZAB,2,1,Male,36,7,Unmarried,Professional,10,No,1
1942-HUBTKT-AMJ,5,5,Male,60,17,Married,Professional,8,No,2
9487-HTGRMD-K88,2,1,Male,41,17,Unmarried,Agriculture,16,No,1
0319-KYECRA-S6I,5,3,Male,52,12,Married,Service,16,No,2
1444-EGXRTI-10R,3,1,Male,25,15,Unmarried,Labor,3,No,4
9000-OZEBMH-9HP,5,3,Male,50,13,Married,Service,11,No,4
7328-JGISFG-9S6,3,2,Male,69,15,Unmarried,Service,28,Yes,1
3237-LZSIGA-9T3,2,1,Male,69,19,Married,Sales,2,Yes,2
7814-WBTNAB-AVE,5,5,Male,24,9,Unmarried,Professional,4,No,1
2948-EZONZM-3BC,3,2,Female,37,10,Unmarried,Sales,6,No,1
4672-YXVTSJ-JYI,3,1,Male,42,13,Married,Service,10,No,2
9564-ABGIMT-78O,4,3,Male,35,13,Unmarried,Sales,3,No,1
0916-BWPGAE-LLH,4,2,Female,36,21,Married,Labor,5,No,5
0777-RCIFPS-HEW,5,4,Male,65,14,Unmarried,Labor,23,No,1
2322-VRHDCW-RXP,5,5,Male,70,14,Married,Labor,25,Yes,3
1677-FFTQYV-GNJ,2,5,Female,73,16,Unmarried,Professional,18,Yes,1
9156-VTNKXY-XNC,1,1,Female,39,14,Married,Sales,4,No,4
2012-RQECJI-6PR,1,3,Female,24,19,Married,Service,0,No,7
9440-HYZQYW-WCB,2,3,Male,25,12,Unmarried,Sales,0,No,1
8396-JZZAGP-FB1,4,3,Male,59,16,Unmarried,Service,27,No,1
8031-GAIWVT-U3I,4,1,Male,23,18,Unmarried,Professional,0,No,1
9389-DIVFAG-BWU,4,1,Male,30,13,Unmarried,Service,9,No,3
2688-LKNTHG-FFU,4,4,Female,63,16,Married,Labor,17,No,2
6786-HCPJTU-GSK,1,4,Male,67,12,Unmarried,Crafts,35,Yes,1
2433-SCDZCN-ZTU,2,1,Male,38,14,Unmarried,Crafts,7,No,1
1500-KHFJPE-Q5U,2,1,Female,24,17,Unmarried,Sales,0,No,4
1210-DFERRV-YE6,3,3,Male,40,14,Unmarried,Professional,2,No,1
2160-FHTFDO-9EL,4,4,Female,18,13,Unmarried,Sales,0,No,1
1994-QKDOIY-XKP,1,1,Female,18,13,Unmarried,Professional,0,No,3
0219-ALHPXT-GZE,1,1,Male,53,14,Married,Professional,16,No,2
8365-TUAPOY-AFJ,4,5,Female,70,16,Unmarried,Labor,29,Yes,1
5763-UPPXZR-KC6,1,4,Female,51,20,Married,Sales,2,No,2
1021-BKWCOZ-SLE,4,2,Female,38,16,Married,Labor,11,No,3
0620-EOJBKD-U7E,5,3,Female,33,15,Unmarried,Sales,2,No,3
0551-HWDDQJ-6DT,5,3,Male,74,18,Unmarried,Crafts,33,Yes,1
4238-ULZPRI-3SS,2,2,Male,56,17,Married,Professional,5,No,2
1868-FDNNRB-RJ8,5,4,Male,66,14,Married,Service,26,Yes,2
2701-REFVHC-0WJ,3,5,Female,21,9,Married,Professional,1,No,5
4984-TXTWMO-IL1,3,5,Male,28,13,Married,Sales,2,No,6
6254-NPBPLQ-MN9,3,1,Male,41,11,Married,Professional,9,No,3
6977-VVFCPU-OHB,1,3,Female,27,18,Married,Sales,0,No,6
4528-WSDUCW-WCM,4,5,Male,38,13,Unmarried,Sales,3,No,1
5941-FMWIQQ-540,4,1,Male,18,13,Unmarried,Sales,0,No,2
0768-LXMQMP-HE5,5,2,Male,67,18,Unmarried,Sales,11,No,1
9145-VOOJAV-81C,4,1,Male,71,9,Unmarried,Crafts,39,No,1
1914-CIAQRB-GG5,4,4,Female,37,16,Married,Professional,7,No,2
1396-NUQYXY-TWM,2,2,Male,45,16,Married,Labor,15,No,2
2013-ZYDGGG-M64,4,3,Male,65,11,Unmarried,Sales,6,No,1
9045-LMVJAY-C5G,1,1,Male,22,14,Unmarried,Crafts,1,No,4
8257-ZUSJDX-QFN,1,1,Male,65,22,Unmarried,Agriculture,20,No,1
6839-WSKKYK-D4T,2,5,Female,58,15,Unmarried,Service,11,No,1
5336-PGMTUH-ETS,5,3,Male,62,15,Unmarried,Agriculture,23,No,1
4620-PJTNNY-HPV,4,3,Female,25,11,Married,Sales,1,No,5
2704-RLBHGY-MD9,3,5,Male,46,12,Unmarried,Agriculture,20,No,1
7715-JQTDUG-FFX,1,1,Male,46,15,Unmarried,Sales,6,No,1
6164-ZUOJYL-DDM,5,5,Female,33,14,Unmarried,Sales,2,No,1
5820-CFGSKO-LH2,3,1,Male,61,17,Married,Professional,15,Yes,2
0594-EMVICD-E3H,4,1,Female,71,16,Married,Professional,19,No,2
0726-KBNZRH-2DR,1,1,Male,19,14,Unmarried,Sales,0,No,1
3833-RQEFZV-E3U,4,5,Female,24,14,Unmarried,Sales,1,No,3
5287-GQWEBQ-575,1,5,Female,23,15,Married,Labor,1,No,5
0675-TNFPMK-44B,1,1,Male,54,14,Unmarried,Sales,6,No,1
6509-SLEQAG-75C,3,3,Male,70,14,Married,Professional,18,No,2
